Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17 00:00:00-05:00,0.18149976432323459,0.18440358188866307,0.18149976432323459,0.18149976432323456,10924800,0.0,0.0
1980-03-18 00:00:00-05:00,0.1814996867216614,0.18295159488360124,0.18004779517650604,0.18004779517650604,17068800,0.0,0.0
1980-03-19 00:00:00-05:00,0.18440352380275726,0.18730788880745247,0.18440352380275726,0.18440352380275726,18508800,0.0,0.0
1980-03-20 00:00:00-05:00,0.1844037027126631,0.18658155069690066,0.18367774784564972,0.18367774784564972,11174400,0.0,0.0
1980-03-21 00:00:00-05:00,0.18004779107662988,0.18004779107662988,0.1771434098482132,0.1771434098482132,12172800,0.0,0.0
1980-03-24 00:00:00-05:00,0.17641746706408393,0.17641746706408393,0.17351365089416504,0.17351365089416504,8966400,0.0,0.0
1980-03-25 00:00:00-05:00,0.1742396354675293,0.17714343552947864,0.1742396354675293,0.1742396354675293,11347200,0.0,0.0
1980-03-26 00:00:00-05:00,0.17423963425470726,0.17569154258396896,0.17278772592544553,0.17278772592544556,16262400,0.0,0.0
1980-03-27 00:00:00-05:00,0.16988394648226135,0.16988394648226135,0.16697958111763,0.16697958111763,26918400,0.0,0.0
1980-03-28 00:00:00-05:00,0.17351365089416504,0.17641746706408393,0.17351365089416504,0.17351365089416504,20102400,0.0,0.0
1980-03-31 00:00:00-05:00,0.1793220043182373,0.18222580666843516,0.1793220043182373,0.1793220043182373,9004800,0.0,0.0
1980-04-01 00:00:00-05:00,0.18004779517650604,0.18295159488360124,0.18004779517650604,0.18004779517650604,8179200,0.0,0.0
1980-04-02 00:00:00-05:00,0.18149976432323459,0.18440358188866307,0.18149976432323459,0.18149976432323456,12556800,0.0,0.0
1980-04-03 00:00:00-05:00,0.1807738503982405,0.1807738503982405,0.17786948382854462,0.17786948382854462,6988800,0.0,0.0
1980-04-07 00:00:00-05:00,0.17641746706408393,0.17641746706408393,0.17351365089416504,0.17351365089416504,13478400,0.0,0.0
1980-04-08 00:00:00-05:00,0.1742396354675293,0.17714343552947864,0.1742396354675293,0.1742396354675293,29184000,0.0,0.0
1980-04-09 00:00:00-05:00,0.17351370680461584,0.17351370680461584,0.17060990631580353,0.17060990631580353,11558400,0.0,0.0
1980-04-10 00:00:00-05:00,0.1706098758893735,0.1727877217133902,0.16988392174243927,0.16988392174243927,14784000,0.0,0.0
1980-04-11 00:00:00-05:00,0.16988392174243927,0.1727877217133902,0.16988392174243927,0.16988392174243927,9523200,0.0,0.0
1980-04-14 00:00:00-05:00,0.1713358759880066,0.174239676737747,0.1713358759880066,0.1713358759880066,8025600,0.0,0.0
1980-04-15 00:00:00-05:00,0.1713358884866024,0.1720618262644003,0.1691574603319168,0.1691574603319168,10598400,0.0,0.0
1980-04-16 00:00:00-05:00,0.16552760703125186,0.16552760703125186,0.16262380778789523,0.1626238077878952,10752000,0.0,0.0
1980-04-17 00:00:00-05:00,0.16262389424130574,0.16262389424130574,0.15971951186656952,0.15971951186656952,17702400,0.0,0.0
1980-04-18 00:00:00-05:00,0.1618979275226593,0.16480172808789523,0.1618979275226593,0.1618979275226593,18739200,0.0,0.0
1980-04-21 00:00:00-05:00,0.1618980154945127,0.16334990825766282,0.16044554114341736,0.16044554114341736,9043200,0.0,0.0
1980-04-22 00:00:00-05:00,0.16770559549331665,0.17060996189917335,0.16770559549331665,0.16770559549331665,20428800,0.0,0.0
1980-04-23 00:00:00-05:00,0.17786948382854462,0.1807738503982405,0.17786948382854462,0.17786948382854462,14822400,0.0,0.0
1980-04-24 00:00:00-05:00,0.17859607934951782,0.1814998821837969,0.17859607934951782,0.17859607934951782,8832000,0.0,0.0
1980-04-25 00:00:00-05:00,0.17859594035717233,0.17859594035717233,0.1756915748119354,0.17569157481193542,7104000,0.0,0.0
1980-04-28 00:00:00-04:00,0.17569154380689722,0.17714343552947864,0.1742396354675293,0.1742396354675293,6931200,0.0,0.0
